#
# DATAFILE:	NO3_Wayne(1991)_220K_400-691nm(rec).txt
# NAME:	nitrate radical
# FORMULA:	NO3
# AUTHOR(YEAR):	Wayne(1991)
# T:	220K
# λ:	400-691nm(rec)
# BIBLIOGRAPHY:	R.P. Wayne, I. Barnes, J.P. Burrows, C.E. Canosa-Mas, J. Hjorth, G. Le Bras, 
# G.K. Moortgat, D. Perner, G. Poulet, G. Restelli, and H. Sidebottom, 
# "The nitrate radical: Physics, chemistry, and the atmosphere", 
# Atmos. Environ. 25A, 1-203 (1991); DOI: 10.1016/0960-1686(91)90192-A
# 
# COMMENTS:	Recommendation:
# The absorption cross sections for 230 K measured by
# 
# S.P. Sander, 
# "Temperature dependence of the NO3 absorption spectrum," 
# J. Phys. Chem. 90, 4135-4142 (1986); DOI: 10.1021/j100408a060
# 
# have been recalculated by the formula for the temperature dependence
# 
# σ = 3.63×10-17 - (5.13×10-20 × T)
# 
# and normalized to the recommended value 2.50×10-17 cm2 molecule-1 at 662 nm, 
# which is obtained by averaging the data of
# 
# A.R. Ravishankara and R.L. Mauldin, III, 
# "Temperature dependence of the NO3 cross section in the 662-nm region," 
# J. Geophys. Res. 91, 8709-8712 (1986); DOI: 10.1029/JD091iD05p05355,
# 
# S.P. Sander, 
# "Temperature dependence of the NO3 absorption spectrum," 
# J. Phys. Chem. 90, 4135-4142 (1986; DOI: 10.1021/j100408a060), and
# 
# C.A. Cantrell, J.A. Davidson, R.E. Shetter, B.A. Anderson, and J.G. Calvert, 
# "The temperature invariance of the NO3 absorption cross sections in the 662-nm region," 
# J. Chem. Phys. 91, 5858-5863 (1987); DOI: 10.1021/j100307a009
#
#------------------------------------------------------------
#
# DATAFILE:	NO3_Wayne(1991)_298K_400-691nm(rec).txt
# NAME:	nitrate radical
# FORMULA:	NO3
# AUTHOR(YEAR):	Wayne(1991)
# T:	298K
# λ:	400-691nm(rec)
# BIBLIOGRAPHY:	R.P. Wayne, I. Barnes, J.P. Burrows, C.E. Canosa-Mas, J. Hjorth, G. Le Bras, 
# G.K. Moortgat, D. Perner, G. Poulet, G. Restelli, and H. Sidebottom, 
# "The nitrate radical: Physics, chemistry, and the atmosphere", 
# Atmos. Environ. 25A, 1-203 (1991); DOI: 10.1016/0960-1686(91)90192-A
#
# COMMENTS:	Recommendation:
# Absorption cross sections for 298 K measured by
# 
# S.P. Sander, "Temperature dependence of the NO3 absorption spectrum," 
# J. Phys. Chem. 90, 4135-4142 (1986); DOI: 10.1021/j100408a060,
# 
# have been normalized to the recommended value 2.10×10-17 cm2 molecule-1 at 662 nm, 
# which is obtained by averaging the data of
# 
# A.R. Ravishankara and R.L. Mauldin, III, 
# "Temperature dependence of the NO3 cross section in the 662-nm region," 
# J. Geophys. Res. 91, 8709-8712 (1986); DOI: 10.1029/JD091iD05p05355,
# 
# S.P. Sander, 
# "Temperature dependence of the NO3 absorption spectrum," 
# J. Phys. Chem. 90, 4135-4142 (1986); DOI: 10.1021/j100408a060,
# 
# C.A. Cantrell, J.A. Davidson, R.E. Shetter, B.A. Anderson, and J.G. Calvert, 
# "The temperature invariance of the NO3 absorption cross sections in the 662-nm region," 
# J. Chem. Phys. 91, 5858-5863 (1987); DOI: 10.1021/j100307a009, and
# 
# C.E. Canosa-Mas, M. Fowles, P.J. Houghton, and R.P. Wayne, 
# "Absolute absorption cross-section measurements on NO3. Evaluation of the titration of NO3 by NO 
# in the determination of absolute concentrations," 
# J. Chem. Soc. Faraday Trans. II 83, 1465- 1474 (1987); DOI: 10.1039/F29878301465
#
# nm        220 K       298 K
  400	   4.0e-20     0.0      
  401	   5.0e-20     0.0      
  402	   5.0e-20     0.0      
  403	   5.0e-20     2.0e-20      
  404	   3.0e-20     0.0      
  405	   7.0e-20     3.0e-20      
  406	   6.0e-20     2.0e-20      
  407	   5.0e-20     1.0e-20      
  408	   5.0e-20     3.0e-20      
  409	   7.0e-20     0.0      
  410	   5.0e-20     1.0e-20      
  411	   7.0e-20     2.0e-20      
  412	   4.0e-20     5.0e-20      
  413	   7.0e-20     5.0e-20      
  414	   1.1e-19     2.0e-20      
  415	   7.0e-20     6.0e-20      
  416	   7.0e-20     6.0e-20      
  417	   1.0e-19     7.0e-20      
  418	   1.0e-19     5.0e-20      
  419	   1.0e-19     8.0e-20      
  420	   1.3e-19     8.0e-20      
  421	   1.2e-19     8.0e-20      
  422	   1.2e-19     9.0e-20      
  423	   1.2e-19     1.1e-19      
  424	   1.3e-19     9.0e-20      
  425	   1.6e-19     7.0e-20      
  426	   1.5e-19     1.4e-19      
  427	   1.2e-19     1.4e-19      
  428	   1.5e-19     1.2e-19      
  429	   1.3e-19     1.1e-19      
  430	   1.6e-19     1.7e-19      
  431	   1.7e-19     1.3e-19      
  432	   1.7e-19     1.5e-19      
  433	   1.9e-19     1.8e-19      
  434	   2.1e-19     1.8e-19      
  435	   2.2e-19     1.6e-19      
  436	   2.2e-19     1.5e-19      
  437	   1.9e-19     1.8e-19      
  438	   2.1e-19     2.1e-19      
  439	   2.6e-19     2.0e-19      
  440	   2.2e-19     1.9e-19      
  441	   2.3e-19     1.8e-19      
  442	   2.2e-19     2.1e-19      
  443	   2.2e-19     1.8e-19      
  444	   2.2e-19     1.9e-19      
  445	   2.7e-19     2.0e-19      
  446	   2.7e-19     2.4e-19      
  447	   3.1e-19     2.9e-19      
  448	   3.4e-19     2.4e-19      
  449	   3.1e-19     2.8e-19      
  450	   3.1e-19     2.9e-19      
  451	   3.5e-19     3.0e-19      
  452	   3.7e-19     3.3e-19      
  453	   3.5e-19     3.1e-19      
  454	   3.7e-19     3.6e-19      
  455	   3.8e-19     3.6e-19      
  456	   3.4e-19     3.6e-19      
  457	   3.9e-19     4.0e-19      
  458	   4.4e-19     3.7e-19      
  459	   4.2e-19     4.2e-19      
  460	   4.3e-19     4.0e-19      
  461	   4.0e-19     3.9e-19      
  462	   3.7e-19     4.0e-19      
  463	   4.5e-19     4.1e-19      
  464	   4.8e-19     4.8e-19      
  465	   5.1e-19     5.1e-19      
  466	   5.3e-19     5.4e-19      
  467	   5.6e-19     5.7e-19      
  468	   5.5e-19     5.6e-19      
  469	   5.6e-19     5.8e-19      
  470	   5.3e-19     5.9e-19      
  471	   5.8e-19     6.2e-19      
  472	   6.1e-19     6.4e-19      
  473	   6.1e-19     6.2e-19      
  474	   6.0e-19     6.2e-19      
  475	   6.9e-19     6.8e-19      
  476	   7.8e-19     7.8e-19      
  477	   7.7e-19     7.7e-19      
  478	   6.9e-19     7.3e-19      
  479	   6.9e-19     7.3e-19      
  480	   7.0e-19     7.0e-19      
  481	   6.9e-19     7.1e-19      
  482	   6.8e-19     7.1e-19      
  483	   6.7e-19     7.2e-19      
  484	   6.9e-19     7.7e-19      
  485	   7.7e-19     8.2e-19      
  486	   8.9e-19     9.1e-19      
  487	   8.8e-19     9.2e-19      
  488	   8.6e-19     9.5e-19      
  489	   9.9e-19     9.6e-19      
  490	   1.05e-18    1.03e-18       
  491	   9.6e-19     9.90e-19      
  492	   9.9e-19     9.90e-19      
  493	   1.02e-18    1.01e-18       
  494	   9.5e-19     1.01e-18      
