#
#
#
#---------------------------------------------------------------
# DATAFILE:   NO2_Vandaele(1998)_220K_238-667nm.txt
# NAME:   nitrogen dioxide
# FORMULA:    NO2
# AUTHOR(YEAR):   Vandaele(1998)
# T:  220K, 294K
# λ:  238-667nm
# BIBLIOGRAPHY:   A.C. Vandaele, C. Hermans, P.C. Simon, M. Carleer, R. Colins, S. Fally, 
# M.F. Mérienne, A. Jenouvrier, and B. Coquart, 
# "Measurements of the NO2 absorption cross-sections from 42000 cm-1 to 10000 cm-1 (238-1000 nm) at 220 K and 294 K", 
# J. Quant. Spectrosc. Radiat. Transfer 59, 171-184 (1998); DOI: 10.1016/S0022-4073(97)00168-4
# COMMENTS:   Absorption measurements using a Fourier transform spectrometer at a spectral resolution of 2 cm-1 
# (0.01 nm at 240 nm to 0.2 nm at 1000 nm)
# Data file from the webpage of the Belgian Institute for Space Aeronomy
# http://spectrolab.aeronomie.be/index.htm
#
# data is downloaded from Spectral Atlas
#  Keller-Rudek, H., Moortgat, G. K., Sander, R., and Sörensen, R.: 
#  The MPI-Mainz UV/VIS spectral atlas of gaseous molecules of atmospheric interest, 
#  Earth Syst. Sci. Data, 5, 365–373, (2013), DOI: 10.5194/essd-5-365-2013
# 
# Non diluted NO2
# temperature = 220 K, 294 K
# pressures: from 0.007 to 2 torr
# path lengths: 20 and 60 m
# 
#  nm         220 K          294 K
 548.01189  0.115295E-18  0.122597E-18
 548.04086  0.122036E-18  0.128999E-18
 548.06983  0.122949E-18  0.126357E-18
 548.09881  0.116164E-18  0.125577E-18
 548.12779  0.125482E-18  0.131865E-18
 548.15677  0.126932E-18  0.134057E-18
 548.18575  0.131991E-18  0.139955E-18
 548.21474  0.132444E-18  0.134715E-18
 548.24373  0.117811E-18  0.123472E-18
 548.27272  0.120198E-18  0.124424E-18
 548.30172  0.119270E-18  0.124010E-18
 548.33072  0.113422E-18  0.120166E-18
 548.35972  0.113579E-18  0.116517E-18
 548.38873  0.104623E-18  0.112530E-18
 548.41774  0.107882E-18  0.117019E-18
 548.44675  0.111059E-18  0.116455E-18
 548.47577  0.102149E-18  0.109298E-18
 548.50479  0.101239E-18  0.110005E-18
 548.53381  0.103065E-18  0.114690E-18
 548.56283  0.115313E-18  0.126710E-18
 548.59186  0.129975E-18  0.137445E-18
 548.62089  0.136295E-18  0.142412E-18
 548.64992  0.141603E-18  0.143905E-18
 548.67896  0.134864E-18  0.135212E-18
 548.70800  0.125754E-18  0.127524E-18
 548.73704  0.122931E-18  0.122308E-18
 548.76609  0.119366E-18  0.119339E-18
 548.79514  0.121726E-18  0.123620E-18
 548.82419  0.129351E-18  0.127799E-18
 548.85325  0.121596E-18  0.121134E-18
 548.88230  0.112984E-18  0.116594E-18
 548.91136  0.119570E-18  0.119134E-18
 548.94043  0.113687E-18  0.114692E-18
 548.96950  0.112436E-18  0.118033E-18
 548.99857  0.128769E-18  0.128212E-18
 549.02764  0.138673E-18  0.135804E-18
 549.05672  0.146743E-18  0.141106E-18
 549.08580  0.144106E-18  0.136664E-18
 549.11488  0.139887E-18  0.135873E-18
 549.14397  0.143414E-18  0.137348E-18
 549.17306  0.137602E-18  0.135393E-18
 549.20215  0.141779E-18  0.140767E-18
 549.23124  0.155334E-18  0.148213E-18
 549.26034  0.150473E-18  0.144395E-18
 549.28944  0.141686E-18  0.139416E-18
 549.31855  0.140134E-18  0.137750E-18
 549.34766  0.128501E-18  0.128417E-18
 549.37677  0.121873E-18  0.124179E-18
 549.40588  0.124702E-18  0.125659E-18
 549.43500  0.123474E-18  0.125871E-18
 549.46412  0.126199E-18  0.125897E-18
 549.49324  0.121152E-18  0.120383E-18
 549.52237  0.114095E-18  0.115836E-18
 549.55149  0.117022E-18  0.118094E-18
 549.58063  0.119012E-18  0.121111E-18
 549.60976  0.116300E-18  0.117479E-18
 549.63890  0.113908E-18  0.116121E-18
 549.66804  0.116656E-18  0.118863E-18
 549.69719  0.118964E-18  0.119574E-18
 549.72633  0.116391E-18  0.115643E-18
 549.75549  0.100507E-18  0.104446E-18
 549.78464  0.944319E-19  0.103781E-18
 549.81380  0.104009E-18  0.108309E-18
 549.84296  0.989726E-19  0.104133E-18
 549.87212  0.958035E-19  0.103903E-18
 549.90129  0.100665E-18  0.107650E-18
 549.93046  0.100451E-18  0.106127E-18
 549.95963  0.929012E-19  0.990477E-19
 549.98880  0.877962E-19  0.979403E-19
 550.01798  0.932238E-19  0.102770E-18
 550.04716  0.961107E-19  0.105263E-18
 550.07635  0.973262E-19  0.106388E-18
 550.10554  0.966703E-19  0.104507E-18
 550.13473  0.947890E-19  0.103471E-18
 550.16392  0.972599E-19  0.106456E-18
 550.19312  0.963323E-19  0.105161E-18
 550.22232  0.896218E-19  0.995995E-19
 550.25152  0.879433E-19  0.991580E-19
 550.28073  0.890206E-19  0.993618E-19
 550.30994  0.875059E-19  0.991537E-19
 550.33915  0.910906E-19  0.102555E-18
 550.36837  0.913838E-19  0.103722E-18
 550.39759  0.921429E-19  0.105393E-18
 550.42681  0.946428E-19  0.105508E-18
 550.45603  0.909991E-19  0.101806E-18
 550.48526  0.889438E-19  0.985042E-19
 550.51449  0.843919E-19  0.945882E-19
 550.54373  0.839198E-19  0.956212E-19
 550.57297  0.888452E-19  0.980918E-19
 550.60221  0.865297E-19  0.947396E-19
 550.63145  0.831713E-19  0.931698E-19
 550.66070  0.836123E-19  0.944365E-19
 550.68995  0.836937E-19  0.956596E-19
 550.71920  0.857901E-19  0.979256E-19
 550.74846  0.856276E-19  0.963446E-19
 550.77772  0.831788E-19  0.954163E-19
 550.80698  0.879040E-19  0.997916E-19
 550.83624  0.890699E-19  0.100132E-18
 550.86551  0.849193E-19  0.968430E-19
 550.89478  0.838492E-19  0.977315E-19
 550.92406  0.867393E-19  0.101109E-18
 550.95334  0.844960E-19  0.958129E-19
 550.98262  0.731582E-19  0.870912E-19
 551.01190  0.720141E-19  0.873248E-19
 551.04119  0.729122E-19  0.862390E-19
 551.07048  0.677779E-19  0.811140E-19
 551.09977  0.678268E-19  0.804253E-19
 551.12907  0.696464E-19  0.828288E-19
 551.15837  0.719109E-19  0.842041E-19
 551.18767  0.724342E-19  0.841295E-19
 551.21698  0.726691E-19  0.852458E-19
 551.24629  0.749293E-19  0.852841E-19
 551.27560  0.735993E-19  0.836901E-19
 551.30492  0.718617E-19  0.842914E-19
 551.33423  0.737365E-19  0.849245E-19
 551.36356  0.713946E-19  0.818882E-19
 551.39288  0.675820E-19  0.809680E-19
 551.42221  0.705536E-19  0.843461E-19
 551.45154  0.729352E-19  0.848466E-19
 551.48087  0.735919E-19  0.848490E-19
 551.51021  0.766586E-19  0.877375E-19
 551.53955  0.801195E-19  0.901929E-19
 551.56889  0.814411E-19  0.912741E-19
 551.59824  0.813294E-19  0.917084E-19
 551.62759  0.795433E-19  0.898804E-19
 551.65694  0.759827E-19  0.869180E-19
 551.68630  0.769517E-19  0.875522E-19
 551.71566  0.789916E-19  0.898767E-19
 551.74502  0.813078E-19  0.914381E-19
 551.77439  0.817497E-19  0.893323E-19
 551.80376  0.787202E-19  0.883930E-19
 551.83313  0.847971E-19  0.928388E-19
 551.86250  0.851858E-19  0.905285E-19
 551.89188  0.794421E-19  0.882635E-19
 551.92126  0.850120E-19  0.915256E-19
 551.95064  0.840403E-19  0.888069E-19
 551.98003  0.793420E-19  0.860197E-19
 552.00942  0.816657E-19  0.859951E-19
 552.03882  0.801872E-19  0.846854E-19
 552.06821  0.793482E-19  0.852056E-19
 552.09761  0.807487E-19  0.851502E-19
 552.12701  0.793124E-19  0.847356E-19
 552.15642  0.830518E-19  0.889672E-19
 552.18583  0.845556E-19  0.896382E-19
 552.21524  0.820375E-19  0.904419E-19
 552.24466  0.956227E-19  0.102334E-18
 552.27408  0.104030E-18  0.106751E-18
 552.30350  0.968688E-19  0.102146E-18
 552.33292  0.100971E-18  0.106177E-18
 552.36235  0.112248E-18  0.113530E-18
 552.39178  0.115526E-18  0.113797E-18
 552.42122  0.105495E-18  0.106408E-18
 552.45065  0.964300E-19  0.994087E-19
 552.48009  0.917516E-19  0.955246E-19
 552.50954  0.908404E-19  0.960865E-19
 552.53898  0.958079E-19  0.985557E-19
 552.56843  0.957242E-19  0.974135E-19
 552.59789  0.958851E-19  0.963535E-19
 552.62734  0.940183E-19  0.944801E-19
 552.65680  0.900623E-19  0.922035E-19
 552.68626  0.888618E-19  0.928012E-19
 552.71573  0.950635E-19  0.977210E-19
 552.74520  0.102740E-18  0.100888E-18
 552.77467  0.983106E-19  0.981712E-19
 552.80415  0.937659E-19  0.950938E-19
 552.83362  0.886117E-19  0.935231E-19
 552.86311  0.973661E-19  0.102825E-18
 552.89259  0.120293E-18  0.118623E-18
 552.92208  0.138770E-18  0.129821E-18
 552.95157  0.151319E-18  0.136701E-18
 552.98106  0.144403E-18  0.134386E-18
 553.01056  0.131795E-18  0.123656E-18
 553.04006  0.112703E-18  0.109190E-18
 553.06956  0.102266E-18  0.104604E-18
 553.09907  0.110339E-18  0.108303E-18
 553.12858  0.118893E-18  0.114647E-18
 553.15809  0.129153E-18  0.120732E-18
 553.18761  0.125695E-18  0.119943E-18
 553.21713  0.137117E-18  0.129708E-18
 553.24665  0.145032E-18  0.129587E-18
 553.27617  0.117324E-18  0.113622E-18
 553.30570  0.113207E-18  0.112430E-18
 553.33523  0.115345E-18  0.111563E-18
 553.36477  0.108342E-18  0.108334E-18
 553.39431  0.111022E-18  0.108763E-18
 553.42385  0.110559E-18  0.106603E-18
 553.45339  0.103728E-18  0.100040E-18
 553.48294  0.914430E-19  0.921275E-19
 553.51249  0.855409E-19  0.876534E-19
 553.54204  0.824603E-19  0.838563E-19
 553.57160  0.820127E-19  0.870847E-19
 553.60116  0.891499E-19  0.922244E-19
 553.63072  0.892093E-19  0.894958E-19
 553.66029  0.827322E-19  0.856547E-19
 553.68986  0.829118E-19  0.893424E-19
 553.71943  0.925257E-19  0.956171E-19
 553.74901  0.914397E-19  0.931191E-19
 553.77859  0.911922E-19  0.967158E-19
 553.80817  0.102999E-18  0.104222E-18
 553.83776  0.100302E-18  0.100975E-18
 553.86734  0.941780E-19  0.977262E-19
 553.89694  0.931382E-19  0.979736E-19
 553.92653  0.980922E-19  0.103240E-18
 553.95613  0.106832E-18  0.105837E-18
 553.98573  0.963082E-19  0.962506E-19
 554.01533  0.832596E-19  0.894993E-19
 554.04494  0.863915E-19  0.911993E-19
 554.07455  0.893514E-19  0.912956E-19
 554.10417  0.878949E-19  0.921428E-19
 554.13378  0.922738E-19  0.965480E-19
 554.16340  0.953502E-19  0.982905E-19
 554.19303  0.931860E-19  0.967561E-19
 554.22265  0.874860E-19  0.929851E-19
 554.25228  0.850259E-19  0.920286E-19
 554.28192  0.862828E-19  0.913912E-19
 554.31155  0.789949E-19  0.874985E-19
 554.34119  0.778730E-19  0.901364E-19
 554.37083  0.843465E-19  0.952200E-19
 554.40048  0.850674E-19  0.941470E-19
 554.43013  0.830863E-19  0.910424E-19
 554.45978  0.814701E-19  0.884531E-19
 554.48943  0.786655E-19  0.856772E-19
 554.51909  0.784474E-19  0.876480E-19
 554.54875  0.823706E-19  0.885006E-19
 554.57842  0.757774E-19  0.826797E-19
 554.60809  0.753249E-19  0.831925E-19
 554.63776  0.767455E-19  0.815840E-19
 554.66743  0.666992E-19  0.766767E-19
 554.69711  0.687413E-19  0.778900E-19
 554.72679  0.671251E-19  0.758275E-19
 554.75647  0.644834E-19  0.769447E-19
 554.78616  0.671734E-19  0.771685E-19
 554.81585  0.597494E-19  0.710139E-19
 554.84554  0.582873E-19  0.711680E-19
 554.87524  0.636131E-19  0.744629E-19
 554.90494  0.652703E-19  0.745550E-19
 554.93464  0.604853E-19  0.705289E-19
 554.96435  0.555241E-19  0.679601E-19
 554.99406  0.577700E-19  0.697960E-19
 555.02377  0.594596E-19  0.690948E-19
 555.05348  0.566191E-19  0.667970E-19
 555.08320  0.587831E-19  0.693290E-19
 555.11292  0.616593E-19  0.703619E-19
 555.14265  0.570814E-19  0.678827E-19
 555.17238  0.640682E-19  0.741298E-19
 555.20211  0.723951E-19  0.782445E-19
 555.23184  0.634485E-19  0.714850E-19
 555.26158  0.571498E-19  0.674738E-19
 555.29132  0.573128E-19  0.678990E-19
 555.32106  0.574842E-19  0.685355E-19
 555.35081  0.546329E-19  0.669141E-19
 555.38056  0.529898E-19  0.679234E-19
 555.41032  0.593494E-19  0.735441E-19
 555.44007  0.632235E-19  0.751099E-19
 555.46983  0.583413E-19  0.704973E-19
 555.49960  0.537832E-19  0.670153E-19
 555.52936  0.538167E-19  0.668969E-19
 555.55913  0.524544E-19  0.651638E-19
 555.58890  0.507662E-19  0.633199E-19
 555.61868  0.490414E-19  0.607732E-19
 555.64846  0.455858E-19  0.578131E-19
 555.67824  0.446688E-19  0.567915E-19
 555.70803  0.448530E-19  0.562809E-19
 555.73782  0.447326E-19  0.561805E-19
 555.76761  0.451849E-19  0.568906E-19
 555.79740  0.502502E-19  0.606784E-19
 555.82720  0.525095E-19  0.611282E-19
 555.85700  0.498918E-19  0.599090E-19
 555.88681  0.521802E-19  0.610542E-19
 555.91661  0.492965E-19  0.582003E-19
 555.94643  0.443476E-19  0.553419E-19
 555.97624  0.434237E-19  0.537693E-19
 556.00606  0.438792E-19  0.544164E-19
 556.03588  0.454421E-19  0.557510E-19
 556.06570  0.446360E-19  0.556388E-19
 556.09553  0.470846E-19  0.577790E-19
 556.12536  0.500829E-19  0.589629E-19
 556.15519  0.505155E-19  0.580588E-19
 556.18503  0.505288E-19  0.576556E-19
 556.21487  0.522371E-19  0.599745E-19
 556.24471  0.546509E-19  0.620476E-19
 556.27456  0.582180E-19  0.642411E-19
 556.30441  0.606254E-19  0.655977E-19
 556.33426  0.549337E-19  0.627013E-19
 556.36412  0.512357E-19  0.593115E-19
 556.39398  0.485853E-19  0.582297E-19
 556.42384  0.579963E-19  0.663889E-19
 556.45370  0.716176E-19  0.722930E-19
 556.48357  0.633536E-19  0.663889E-19
 556.51344  0.562514E-19  0.627965E-19
 556.54332  0.579634E-19  0.664174E-19
 556.57320  0.644637E-19  0.715859E-19
 556.60308  0.650087E-19  0.693517E-19
 556.63296  0.600628E-19  0.656992E-19
 556.66285  0.580829E-19  0.633165E-19
 556.69274  0.535679E-19  0.613433E-19
 556.72264  0.546980E-19  0.622575E-19
 556.75253  0.532684E-19  0.610637E-19
 556.78244  0.512805E-19  0.589798E-19
 556.81234  0.494160E-19  0.572478E-19
 556.84225  0.516557E-19  0.611704E-19
 556.87216  0.569067E-19  0.622813E-19
 556.90207  0.507978E-19  0.593513E-19
 556.93199  0.579256E-19  0.655054E-19
 556.96191  0.650910E-19  0.672765E-19
 556.99183  0.587306E-19  0.646340E-19
 557.02176  0.588615E-19  0.644788E-19
 557.05169  0.569118E-19  0.622477E-19
 557.08162  0.542511E-19  0.615550E-19
 557.11156  0.556675E-19  0.621316E-19
 557.14150  0.529125E-19  0.601612E-19
 557.17144  0.511025E-19  0.597595E-19
 557.20138  0.557996E-19  0.621234E-19
 557.23133  0.533422E-19  0.602177E-19
 557.26129  0.525621E-19  0.612720E-19
 557.29124  0.560822E-19  0.621080E-19
 557.32120  0.496707E-19  0.566550E-19
 557.35116  0.486027E-19  0.573472E-19
 557.38113  0.560214E-19  0.634838E-19
 557.41109  0.653237E-19  0.695030E-19
 557.44107  0.668196E-19  0.682413E-19
 557.47104  0.559980E-19  0.604484E-19
 557.50102  0.501372E-19  0.570312E-19
 557.53100  0.507141E-19  0.571612E-19
 557.56098  0.495890E-19  0.568009E-19
 557.59097  0.507067E-19  0.576463E-19
 557.62096  0.557741E-19  0.609229E-19
 557.65096  0.578779E-19  0.624355E-19
 557.68095  0.573015E-19  0.617188E-19
 557.71096  0.553276E-19  0.606874E-19
 557.74096  0.557153E-19  0.613223E-19
 557.77097  0.565138E-19  0.614594E-19
 557.80098  0.544587E-19  0.604118E-19
 557.83099  0.572964E-19  0.620517E-19
 557.86101  0.602177E-19  0.637362E-19
 557.89103  0.645377E-19  0.670146E-19
 557.92105  0.662352E-19  0.675913E-19
 557.95108  0.604762E-19  0.644857E-19
 557.98111  0.598678E-19  0.645936E-19
 558.01114  0.613492E-19  0.661919E-19
 558.04118  0.655433E-19  0.696649E-19
 558.07121  0.715632E-19  0.725621E-19
 558.10126  0.728961E-19  0.737276E-19
 558.13130  0.726965E-19  0.729067E-19
 558.16135  0.704314E-19  0.710228E-19
 558.19140  0.681483E-19  0.698342E-19
 558.22146  0.648920E-19  0.667626E-19
 558.25152  0.606868E-19  0.645128E-19
 558.28158  0.597860E-19  0.640255E-19
 558.31165  0.618062E-19  0.649995E-19
 558.34171  0.630835E-19  0.643364E-19
 558.37179  0.621926E-19  0.628845E-19
 558.40186  0.626173E-19  0.636777E-19
 558.43194  0.610622E-19  0.619906E-19
 558.46202  0.568379E-19  0.591218E-19
 558.49211  0.549506E-19  0.571869E-19
 558.52219  0.541810E-19  0.564216E-19
 558.55228  0.528731E-19  0.565767E-19
 558.58238  0.535381E-19  0.579948E-19
 558.61248  0.548988E-19  0.595212E-19
 558.64258  0.548458E-19  0.601686E-19
 558.67268  0.582599E-19  0.615376E-19
 558.70279  0.550938E-19  0.569627E-19
 558.73290  0.474277E-19  0.526879E-19
 558.76301  0.507703E-19  0.547279E-19
 558.79313  0.513366E-19  0.542546E-19
 558.82325  0.509756E-19  0.548238E-19
 558.85337  0.552005E-19  0.564364E-19
 558.88350  0.538659E-19  0.562339E-19
 558.91363  0.561934E-19  0.579675E-19
 558.94376  0.566921E-19  0.564077E-19
 558.97390  0.505920E-19  0.529558E-19
 559.00404  0.489878E-19  0.518154E-19
 559.03418  0.460852E-19  0.492020E-19
 559.06433  0.426736E-19  0.479100E-19
 559.09448  0.435242E-19  0.483704E-19
 559.12463  0.410037E-19  0.462401E-19
 559.15479  0.386582E-19  0.447606E-19
 559.18495  0.412085E-19  0.459487E-19
 559.21511  0.405958E-19  0.457744E-19
 559.24528  0.373865E-19  0.441493E-19
 559.27545  0.365383E-19  0.436531E-19
 559.30562  0.370762E-19  0.444650E-19
 559.33579  0.392776E-19  0.461087E-19
 559.36597  0.400662E-19  0.461354E-19
 559.39616  0.417193E-19  0.471870E-19
 559.42634  0.471003E-19  0.499948E-19
 559.45653  0.477292E-19  0.507067E-19
 559.48672  0.490540E-19  0.533737E-19
 559.51692  0.517351E-19  0.545278E-19
 559.54712  0.482695E-19  0.527865E-19
 559.57732  0.484701E-19  0.531998E-19
 559.60752  0.462741E-19  0.509948E-19
 559.63773  0.417733E-19  0.496692E-19
 559.66794  0.447945E-19  0.516340E-19
 559.69816  0.458852E-19  0.521884E-19
 559.72837  0.464424E-19  0.523657E-19
 559.75860  0.443828E-19  0.498095E-19
 559.78882  0.403288E-19  0.473732E-19
 559.81905  0.413523E-19  0.477371E-19
 559.84928  0.394197E-19  0.468402E-19
 559.87951  0.404312E-19  0.477740E-19
 559.90975  0.425834E-19  0.485751E-19
 559.93999  0.425791E-19  0.487335E-19
 559.97024  0.487801E-19  0.527412E-19
 560.00048  0.539249E-19  0.571860E-19
 560.03073  0.592679E-19  0.597902E-19
 560.06099  0.589934E-19  0.583857E-19
 560.09125  0.552309E-19  0.578131E-19
 560.12151  0.573708E-19  0.591531E-19
 560.15177  0.541679E-19  0.570135E-19
 560.18204  0.502428E-19  0.543966E-19
 560.21231  0.458606E-19  0.520717E-19
 560.24258  0.454987E-19  0.522374E-19
 560.27286  0.454562E-19  0.510166E-19
 560.30314  0.420595E-19  0.518018E-19
 560.33342  0.537862E-19  0.610856E-19
 560.36371  0.647748E-19  0.663038E-19
 560.39400  0.635438E-19  0.633217E-19
 560.42429  0.561317E-19  0.584331E-19
 560.45459  0.555079E-19  0.586955E-19
 560.48489  0.596353E-19  0.592906E-19
 560.51519  0.548042E-19  0.574194E-19
 560.54550  0.557541E-19  0.576606E-19
 560.57581  0.515793E-19  0.551948E-19
 560.60612  0.502631E-19  0.563753E-19
 560.63643  0.553244E-19  0.585019E-19
 560.66675  0.543865E-19  0.591504E-19
 560.69708  0.572172E-19  0.604277E-19
 560.72740  0.527394E-19  0.591808E-19
 560.75773  0.578109E-19  0.636971E-19
 560.78806  0.624935E-19  0.635439E-19
 560.81840  0.544495E-19  0.609152E-19
 560.84874  0.607349E-19  0.653713E-19
 560.87908  0.571050E-19  0.607849E-19
 560.90943  0.481027E-19  0.561028E-19
 560.93978  0.530831E-19  0.589980E-19
 560.97013  0.535335E-19  0.598385E-19
 561.00048  0.572969E-19  0.634403E-19
 561.03084  0.641565E-19  0.663988E-19
 561.06121  0.626208E-19  0.653013E-19
 561.09157  0.654529E-19  0.673360E-19
 561.12194  0.692172E-19  0.701526E-19
 561.15231  0.695200E-19  0.711679E-19
 561.18269  0.629131E-19  0.656187E-19
 561.21306  0.530785E-19  0.611630E-19
 561.24345  0.636630E-19  0.686624E-19
 561.27383  0.704612E-19  0.697438E-19
 561.30422  0.575998E-19  0.622217E-19
 561.33461  0.543092E-19  0.618324E-19
 561.36501  0.561214E-19  0.627129E-19
 561.39541  0.529711E-19  0.609343E-19
 561.42581  0.563290E-19  0.634990E-19
 561.45621  0.621591E-19  0.669020E-19
 561.48662  0.614189E-19  0.670733E-19
 561.51703  0.638010E-19  0.679120E-19
 561.54745  0.636747E-19  0.677804E-19
 561.57786  0.640165E-19  0.694647E-19
 561.60829  0.673290E-19  0.710221E-19
 561.63871  0.645708E-19  0.702870E-19
 561.66914  0.674446E-19  0.728268E-19
 561.69957  0.701601E-19  0.747019E-19
 561.73000  0.689799E-19  0.732979E-19
 561.76044  0.634951E-19  0.694850E-19
 561.79088  0.638702E-19  0.714724E-19
 561.82133  0.724179E-19  0.746736E-19
 561.85177  0.627272E-19  0.680700E-19
 561.88223  0.550827E-19  0.655492E-19
 561.91268  0.617353E-19  0.716930E-19
 561.94314  0.676191E-19  0.763922E-19
 561.97360  0.647975E-19  0.727116E-19
 562.00406  0.571032E-19  0.673355E-19
 562.03453  0.573272E-19  0.673892E-19
 562.06500  0.595419E-19  0.693884E-19
 562.09548  0.613231E-19  0.697914E-19
 562.12595  0.572611E-19  0.663276E-19
 562.15643  0.575536E-19  0.680366E-19
 562.18692  0.659697E-19  0.717610E-19
 562.21741  0.598022E-19  0.672194E-19
 562.24790  0.537596E-19  0.639635E-19
 562.27839  0.567657E-19  0.661333E-19
 562.30889  0.584689E-19  0.683299E-19
 562.33939  0.592065E-19  0.689377E-19
 562.36989  0.595254E-19  0.696685E-19
 562.40040  0.598411E-19  0.695725E-19
 562.43091  0.591346E-19  0.682663E-19
 562.46142  0.579556E-19  0.672015E-19
 562.49194  0.600061E-19  0.707126E-19
 562.52246  0.712830E-19  0.803977E-19
 562.55298  0.816800E-19  0.858640E-19
 562.58351  0.807386E-19  0.852559E-19
 562.61404  0.804536E-19  0.852467E-19
 562.64458  0.776525E-19  0.813240E-19
 562.67511  0.671036E-19  0.753450E-19
 562.70565  0.712637E-19  0.807585E-19
 562.73620  0.830228E-19  0.871823E-19
 562.76674  0.772644E-19  0.836303E-19
 562.79729  0.752016E-19  0.845224E-19
 562.82785  0.766838E-19  0.850325E-19
 562.85840  0.722193E-19  0.825587E-19
 562.88896  0.786816E-19  0.872421E-19
 562.91953  0.858269E-19  0.930898E-19
 562.95009  0.905700E-19  0.968226E-19
 562.98067  0.915978E-19  0.941478E-19
 563.01124  0.793976E-19  0.846943E-19
 563.04182  0.748814E-19  0.821027E-19
 563.07240  0.770947E-19  0.828402E-19
 563.10298  0.717790E-19  0.806495E-19
 563.13357  0.744369E-19  0.834892E-19
 563.16416  0.823159E-19  0.863357E-19
 563.19475  0.803556E-19  0.849832E-19
 563.22535  0.814580E-19  0.868908E-19
 563.25595  0.901755E-19  0.926589E-19
 563.28655  0.938625E-19  0.959386E-19
 563.31716  0.915799E-19  0.964437E-19
 563.34777  0.937370E-19  0.999625E-19
 563.37838  0.966569E-19  0.100458E-18
 563.40900  0.991889E-19  0.102991E-18
 563.43962  0.114856E-18  0.114820E-18
 563.47024  0.123245E-18  0.117151E-18
 563.50087  0.111975E-18  0.110311E-18
 563.53150  0.108981E-18  0.109785E-18
 563.56213  0.112251E-18  0.112182E-18
 563.59277  0.116731E-18  0.116844E-18
 563.62341  0.127162E-18  0.122717E-18
 563.65405  0.132944E-18  0.128544E-18
 563.68470  0.152504E-18  0.143789E-18
 563.71535  0.165061E-18  0.145766E-18
 563.74600  0.141998E-18  0.130343E-18
 563.77666  0.139011E-18  0.128871E-18
 563.80732  0.140484E-18  0.124962E-18
 563.83798  0.123374E-18  0.113019E-18
 563.86865  0.113749E-18  0.105542E-18
 563.89932  0.102774E-18  0.961533E-19
 563.92999  0.875051E-19  0.867487E-19
 563.96067  0.856987E-19  0.901922E-19
 563.99135  0.111530E-18  0.104952E-18
 564.02203  0.111586E-18  0.100619E-18
 564.05272  0.859667E-19  0.895610E-19
 564.08341  0.885931E-19  0.913141E-19
 564.11410  0.911367E-19  0.907454E-19
 564.14480  0.885668E-19  0.907273E-19
 564.17550  0.956216E-19  0.968462E-19
 564.20620  0.112947E-18  0.107599E-18
 564.23691  0.123665E-18  0.114303E-18
 564.26762  0.129218E-18  0.121145E-18
 564.29833  0.145047E-18  0.132368E-18
 564.32905  0.154979E-18  0.140039E-18
 564.35977  0.160404E-18  0.139444E-18
 564.39049  0.142893E-18  0.128600E-18
