18	9.85
19	8.68
20	7.65
21	6.77
22	6.03
23	5.40
24	4.83
25	4.31
26	3.85
27	3.50
28	3.20
29	2.95
30	2.71
31	2.41
32	2.13
33	1.93
34	1.74
35	1.57
36	1.42
37	1.29
38	1.17
39	1.08
40	0.990
42	0.840
44	0.722
46	0.626
48	0.543
50	0.477
52	0.420
54	0.373
56	0.331
58	0.294
60	0.262
62	0.236
64	0.212
66	0.191
68	0.173
70	0.157
72	0.143
74	0.130
76	0.118
78	0.108
80	0.098
85	0.0792
90	0.0658
95	0.0556
100	0.0479
105	0.0413
110	0.0357
115	0.0316
120	0.0271
125	0.0238
130	0.0211
135	0.0186
140	0.0165
145	0.0148
150	0.0133
160	0.0108
170	0.00895
180	0.00755
190	0.00640
200	0.00545
210	0.00470
220	0.00403
230	0.00350
240	0.00308
250	0.00270
260	0.00240
270	0.00213
280	0.00190
290	0.00171
300	0.00154
