     0.000 0.000E+00 0.683E+01
     2.000 0.000E+00 0.659E+01
     4.000 0.000E+00 0.636E+01
     6.000 0.000E+00 0.622E+01
     8.000 0.000E+00 0.617E+01
    10.000 0.000E+00 0.620E+01
    12.000 0.000E+00 0.637E+01
    14.000 0.000E+00 0.658E+01
    16.000 0.000E+00 0.681E+01
    18.000 0.000E+00 0.702E+01
    20.000 0.000E+00 0.720E+01
    22.000 0.000E+00 0.730E+01
    24.000 0.000E+00 0.727E+01
    26.000 0.000E+00 0.700E+01
    28.000 0.000E+00 0.632E+01
    30.000 0.000E+00 0.482E+01
    32.000 0.000E+00 0.302E+01
    34.000 0.000E+00 0.167E+01
    36.000 0.000E+00 0.115E+01
    38.000 0.000E+00 0.764E+00
    40.000 0.556E+00 0.000E+00
    42.000 0.220E+01 0.000E+00
    44.000 0.238E+01 0.000E+00
    46.000 0.155E+01 0.000E+00
    48.000 0.824E+00 0.000E+00
    50.000 0.417E+00 0.000E+00
    52.000 0.208E+00 0.000E+00
    54.000 0.104E+00 0.000E+00
    56.000 0.514E-01 0.000E+00
    58.000 0.266E-01 0.000E+00
    60.000 0.149E-01 0.000E+00
    62.000 0.855E-02 0.000E+00
    64.000 0.439E-02 0.000E+00
    66.000 0.212E-02 0.000E+00
    68.000 0.101E-02 0.000E+00
    70.000 0.483E-03 0.000E+00
    72.000 0.229E-03 0.000E+00
    74.000 0.109E-03 0.000E+00
    76.000 0.513E-04 0.000E+00
    78.000 0.242E-04 0.000E+00
    80.000 0.113E-04 0.000E+00
    82.000 0.530E-05 0.000E+00
    84.000 0.245E-05 0.000E+00
    86.000 0.110E-05 0.000E+00
    88.000 0.466E-06 0.000E+00
    90.000 0.168E-06 0.000E+00
    92.000 0.322E-07 0.000E+00
    94.000 0.000E+00 0.269E-07
    96.000 0.000E+00 0.498E-07
    98.000 0.000E+00 0.577E-07
   100.000 0.000E+00 0.626E-07
   102.000 0.000E+00 0.729E-07
   104.000 0.000E+00 0.967E-07
   106.000 0.000E+00 0.142E-06
   108.000 0.000E+00 0.213E-06
   110.000 0.000E+00 0.301E-06
   112.000 0.000E+00 0.391E-06
   114.000 0.000E+00 0.464E-06
   116.000 0.000E+00 0.512E-06
   118.000 0.000E+00 0.530E-06
   120.000 0.000E+00 0.523E-06
   122.000 0.000E+00 0.497E-06
   124.000 0.000E+00 0.459E-06
   126.000 0.000E+00 0.414E-06
   128.000 0.000E+00 0.366E-06
   130.000 0.000E+00 0.319E-06
   132.000 0.000E+00 0.274E-06
   134.000 0.000E+00 0.232E-06
   136.000 0.000E+00 0.194E-06
   138.000 0.000E+00 0.160E-06
   140.000 0.000E+00 0.131E-06
   142.000 0.000E+00 0.106E-06
   144.000 0.000E+00 0.848E-07
   146.000 0.000E+00 0.673E-07
   148.000 0.000E+00 0.531E-07
   150.000 0.000E+00 0.416E-07
   152.000 0.000E+00 0.324E-07
   154.000 0.000E+00 0.251E-07
   156.000 0.000E+00 0.193E-07
   158.000 0.000E+00 0.149E-07
   160.000 0.000E+00 0.114E-07
   162.000 0.000E+00 0.870E-08
   164.000 0.000E+00 0.663E-08
   166.000 0.000E+00 0.504E-08
   168.000 0.000E+00 0.383E-08
   170.000 0.000E+00 0.290E-08
   172.000 0.000E+00 0.219E-08
   174.000 0.000E+00 0.165E-08
   176.000 0.000E+00 0.124E-08
   178.000 0.000E+00 0.933E-09
   180.000 0.000E+00 0.697E-09
   182.000 0.000E+00 0.518E-09
   184.000 0.000E+00 0.382E-09
   186.000 0.000E+00 0.279E-09
   188.000 0.000E+00 0.201E-09
   190.000 0.000E+00 0.142E-09
   192.000 0.000E+00 0.962E-10
   194.000 0.000E+00 0.617E-10
   196.000 0.000E+00 0.354E-10
   198.000 0.000E+00 0.154E-10
   200.000 0.000E+00 0.000E+00
